Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
river,9028.760345,9.256097772,274.2923054,340.6483926,10.68067274,4.297114646,4.355489162,215.8228726,5.624819996,1
ocean,31155.98882,8.392833532,356.5526971,380.0968101,10.43033979,9.234823262,3.092626379,184.3950028,5.768868031,1
lake,34768.93342,4.023081339,377.1434889,315.5361054,10.42915946,4.271002711,4.072252323,167.924336,5.251353815,1
river,29568.53585,9.817335635,294.3477322,355.6986132,13.91876862,4.286087427,3.918673156,209.1856253,7.688785916,1
lake,14676.71627,8.318607337,339.97280181574075,437.5386924,16.21914102,8.836423139,3.894464333,169.2357683,4.897691707,1
lake,13969.26156,6.643918028,290.7959545,475.1429562,18.18983851,4.36857537,4.490392564,202.0447753,5.842754601,1
river,25866.10395,7.403750049,331.5685317350385,350.3910241,13.27027883,4.1946669,3.913695776,170.3604625,5.038316783,1
ocean,11939.76986,8.428753588,337.48361,398.6809356,14.7925852,4.127002805,3.246583097,220.038186,9.961247709,1
river,24389.36289,4.790681389,289.3313578,366.3707236,18.41518046,8.977187856,3.391240667,198.705653,7.417502637,1
ocean,21807.40013,4.368152032,335.30821943999103,334.5123059,14.73229122,3.93154479,5.159301249,189.6659365,5.099932005,1
river,28584.17581,5.246381747,292.4405364,500.8660185,8.95640146,4.361326167,3.349571655,179.3505767,3.633162829,1
lake,24085.11214,6.183109518,329.9782727048656,526.7049237,9.901327632,8.821697997,4.677713327,193.7431052,8.860450854,1
river,15088.82765,8.677789359,335.7906344110797,596.3463464,14.97119882,4.148924668,3.872018159,242.005716,10.13793229,1
ocean,16233.13468,8.146643168,380.1130295,345.0198518,20.38671963,4.309207099,2.39500211,199.0837518,9.90081484,1
lake,13753.99337,7.512608141,334.1780747,341.6022087,15.67156353,8.901300948,4.304689262,218.2166825,10.2684305,1
lake,39028.59934,3.462492048,283.6937822,443.0292321,13.2019432,4.14824405,3.545741438,152.5301112,0.22749905,1
ocean,15157.26879,7.582123856,307.7044736,431.7819875,14.22175704,3.994892063,4.427712282,206.0143998,6.017260924,1
lake,14905.39385,5.537830157,339.72987786123304,446.8406051,13.98356664,4.231452206,4.265233067,190.3837378,6.350290472,1
ocean,22982.92744,6.779005477,326.3979533,367.9887837,13.91093319,4.039454573,4.822043564,211.1233123,8.12934172,1
lake,18158.84212,8.657341897,349.5295679,336.1988372,19.44259882,8.858256268,4.559836219,218.2797001,10.25281623,1
lake,11642.149,8.439641071,343.19641945874747,534.6639449,8.129792646,4.325505394,4.486180492,187.7095327,5.462355935,1
ocean,14829.62421,7.172920417,324.1289153,575.4219684,16.58112044,4.217819076,3.471971127,212.5690763,9.239440361,1
river,20038.79642,7.602251874,290.0572188,605.3050414,8.713963616,4.084520795,4.29372656,213.619625,7.071314192,1
ocean,18463.88366,4.924388997,319.0569513,369.534034,14.8415799,4.015256152,3.736020547,193.7067445,7.115895266,1
ocean,25046.79864,9.288019857,350.835986,328.3633983,18.74323079,4.014885774,3.089923749,199.5945387,8.238996597,1
lake,12229.64758,11.52359751,324.0480348,344.3656891,14.68592683,3.887795755,4.003547029,202.7569725,6.161779499,1
river,11300.23811,8.866359287,299.9380711,353.5104246,16.89575368,4.227958786,3.958248504,211.0916871,7.06184552,1
lake,7472.50648,7.181868528,347.62582635487576,395.2357843,7.918150338,4.348706497,3.718981559,205.4799184,7.678966889,1
ocean,33786.71631,9.101885137,324.90161324597074,481.0735393,12.27318065,9.147468176,2.743866752,178.7166329,8.137713063,1
river,13781.78028,4.64925393,377.3443719,323.7728426,11.68712384,4.209036155,4.03997629,186.0747655,7.481397772,1
lake,28407.66103,7.605420788,381.7618836,402.6580222,12.83064631,8.954212756,3.373484514,185.9324194,8.082148076,1
ocean,18126.03096,9.154580507,364.191227,646.7325987,14.37633691,9.033279741,4.382159162,192.1375306,7.702183099,1
lake,23642.9926,7.691012379,293.7830399,446.6969391,6.00039093,3.462631563,2.777726265,207.2545054,6.750761186,1
river,23234.78893,5.892962669,347.2368266,401.3048946,13.26328179,4.118614828,3.575010576,185.9924106,6.323942073,1
ocean,11571.42154,6.285433846,344.20036291429017,377.4307463,11.85907432,4.317648675,3.189942299,199.0166741,5.403883692,1
lake,31977.37014,5.249974384,321.5943352705305,501.7432181,8.008011415,4.040772276,2.416402098,159.4356011,5.699873488,1
lake,22673.03447,5.701063334,331.4783213395785,439.6330269,8.857705531,4.189284581,5.707192759,184.8363006,7.694264582,1
lake,20590.71211,3.924182928,366.1318999,384.3056983,9.999397816,4.214997148,3.388448222,186.6016211,8.581428694,1
lake,19892.38891,7.986456362,326.0765603,460.8124249,14.92917215,4.104341225,3.75016351,220.638823,9.888941401,1
river,21839.69596,4.965722328,333.1459161758005,437.3771806,14.6893506,4.051612356,5.97805394,154.7117245,3.426450368,1
ocean,15063.81497,12.27937418,341.166469947906,422.2938193,15.02708758,4.226877603,3.21063541,231.4425533,8.370440489,1
lake,27032.14226,6.553957722,282.859453,443.4455903,12.841611,3.857951527,4.150359337,215.295518,8.390500572,1
river,21675.68287,9.82149852,381.930744,414.8109854,16.10916917,9.078254852,4.833345774,193.2864626,7.58194468,1
ocean,16276.3986,6.617097554,340.11308091257916,394.6348677,7.817811637,9.000787626,3.695746982,185.050444,5.225683807,1
lake,13213.57825,10.14993691,293.0746575,326.777803,10.43961937,4.150336873,4.741944305,233.487268,9.663653196,1
river,19657.84331,8.604504846,312.3436071,358.8490033,21.22812724,4.170870828,3.619650737,207.0168521,7.935607325,1
river,27884.43425,8.968576039,330.7778312348792,317.5326799,21.49786644,4.304215514,4.111101546,197.6485302,8.92814208,1
ocean,16689.7996,10.03114637,286.4138616,481.9558771,9.77189594,4.373175354,3.266213475,207.8213631,6.920342899,1
lake,37993.18275,9.772521848,343.2583593,465.0727958,14.83425698,4.19458999,3.921976381,178.6401187,5.335688809,1
river,34596.00187,2.86607303,369.5329965,389.5162861,17.26807363,4.187661968,3.655789569,177.173258,6.769834881,1
ocean,15908.64209,6.241348598,319.2647222,404.2048592,18.93733758,4.335888387,3.732202018,195.4514824,6.848329601,1
river,7263.056749,6.95330778,268.9713553,258.880209,8.986363424,3.759581106,4.041445671,233.7279746,8.589202344,1
lake,36412.48826,6.144665655,316.88291392166354,414.3080549,14.25535626,4.055866808,3.487816307,182.9971987,8.473649323,1
ocean,25383.76518,7.924616265,318.6104785,416.4456175,20.11882693,3.897339928,4.515150114,199.2553218,7.591346094,1
ocean,24172.70331,6.844017626,305.8325797,470.8362645,19.23296141,3.456582302,5.003825786,203.8618673,8.137767883,1
river,8296.550611,9.899636695,346.6497504,500.1692103,15.48686237,4.167121866,3.024968487,228.1326732,11.89807803,1
lake,10337.5417,10.414781,344.5823024316023,453.1519381,14.21379885,4.129555634,3.685079273,219.5943849,6.947915534,1
river,24709.72886,4.184890692,366.8149789,490.658747,15.12267225,3.529872369,1.81252894,171.315543,5.361211666,1
ocean,13652.60203,9.318247597,342.3924111537158,460.5667219,12.15945691,9.017983863,3.785506644,186.1907032,4.909518983,1
river,33046.72761,5.351533189,362.3521434,350.2363264,7.59251575,4.208055225,5.404045773,182.1210382,6.376408434,1
lake,25911.32168,4.138540037,371.9671798,487.9851851,17.75170539,4.168406387,3.478004808,163.1716531,3.94012546,1
ocean,6787.48466,9.241762922,319.0258086,459.5690214,14.11047624,8.802951198,3.210881939,226.0934249,9.146557556,1
river,14694.42062,6.722842909,300.7637719,353.6309129,13.55379641,4.174586393,5.199864588,225.0742181,10.26841472,1
ocean,18452.02299,8.292444792,294.344858,496.270851,10.54509177,9.125313163,3.813881276,213.1970192,7.36876853,1
lake,20592.25894,10.08953715,331.3387387,447.0744599,10.77863263,4.015066269,4.665681059,215.0513646,9.393148442,1
lake,9592.151333,8.863272376,348.4378199,333.7753271,18.26795085,4.238923434,4.51875067,211.3068119,8.900864697,1
river,14160.68677,6.060143582,281.3559754,468.2125374,15.14754698,4.156703002,4.075556975,216.6738691,7.804368874,1
ocean,35680.06788,4.894373617,314.6138512,501.9028641,14.21062445,4.058894468,4.556863752,171.2887001,4.666148131,1
lake,16099.1519,8.186478946,369.6838669,575.3090369,17.55687962,8.807327931,3.720264379,207.0048366,10.90507641,1
river,27215.90274,2.862535374,372.8150748,437.2175902,15.13047649,4.19103699,2.942348225,162.2468857,4.739548767,1
lake,25863.34324,4.823831505,316.0255129,370.3572882,18.36185806,3.905161693,3.179128741,191.0049304,5.827541212,1
river,15357.83337,8.534458442,315.8313963,429.6222122,15.6211387,4.187015325,3.221129819,218.7382355,9.485832873,1
lake,9363.853988,9.997623567,273.4631394,508.345207,12.92586966,4.282601109,4.925339107,214.7246693,6.435722717,1
lake,7040.737621,11.30283119,325.3285434,371.579634,16.35285801,4.321647347,5.125416576,205.0565358,6.365497241,1
ocean,14446.81239,7.689190529,298.3184183,469.1319513,14.02050742,9.1350662,5.19053381,199.2284675,5.452214926,1
river,31421.73163,4.58413391,347.0973537,490.2846741,16.06643903,4.084575308,2.871196031,177.8283023,5.433466239,1
lake,12285.89148,10.038245,342.51257249427374,358.9832544,16.29371561,9.103209253,3.592264728,217.6986438,7.374775414,1
river,28398.5542,6.294517393,336.2929185,328.3874298,18.46309476,4.144338795,2.259550289,177.3196034,5.226941884,0
ocean,27981.09119,6.761683214,354.7852174,380.7232523,13.98383301,4.325150872,4.917909887,185.6328581,4.594209164,0
ocean,12827.62101,7.403641894,343.1090841644019,328.0335757,10.86177527,9.012401431,5.035822844,212.4423382,6.784133024,0
river,15936.24736,4.935997766,340.3929304,435.4056098,11.0756218,4.083721579,4.561493819,172.2990001,6.400256164,0
ocean,28508.6378,7.238828645,329.4867568125455,460.7659944,11.37873797,4.310331004,2.854526552,166.8669704,6.839415898,0
lake,20442.61501,5.163931373,341.537089,468.4163498,10.36262263,4.200128155,4.047907292,164.7234862,6.901863449,0
ocean,15824.78873,8.388944214,314.8432913,423.6627075,17.63036246,4.050396337,3.630523985,228.4883938,7.888843574,0
lake,22095.63716,6.436288161,332.0916898992218,412.8676105,12.64013548,3.813939093,4.59113705,218.5189231,5.527633483,0
ocean,18607.21319,8.620697295,302.1313059,442.1042076,14.11682361,4.199256356,4.383394692,234.914512,6.492403122,0
river,34157.18447,9.87657405,344.5354072,498.0639962,8.818756567,4.214485589,4.030659831,193.8409311,6.684699737,0
lake,22423.49521,9.3367738,331.74340663497185,474.6653317,14.02776594,8.807925427,3.919575057,238.0842107,6.223677775,0
ocean,23603.06542,7.667128479,324.0843341,288.9124568,18.06495658,8.9298996,4.405508764,203.5378325,4.758648347,0
river,17259.8523,4.610244692,335.6264426,452.9952928,9.700906283,8.802115411,2.496342612,183.3627126,7.440825031,0
river,12642.06595,7.309821639,334.4420643,446.7484416,14.94908037,4.279468275,3.514097775,200.943484,8.054885744,0
river,24991.76602,9.138390839,321.4733596,431.4246894,12.95044416,4.17478089,4.299018587,215.946322,7.061830972,0
river,25063.68301,8.561123755,287.9481232,505.2654826,18.27375696,4.239820773,2.87326121,222.2522695,7.611609817,0
lake,32182.26232,8.571649638,364.7467863,516.8516225,12.40443875,8.909304428,2.730792274,200.8894064,4.691438315,0
lake,8712.002588,8.591510126,355.4437211,338.8481579,18.72131157,9.350195806,3.246077223,209.8393334,8.064170137,0
river,30434.26912,8.630313014,333.4825401,382.922363,15.77992197,3.708081735,2.804923583,212.8086454,4.292966858,0
river,16147.00195,7.321343443,335.3760843504351,505.9128645,11.09284167,8.978373312,3.738618343,184.9129171,7.865756954,0
river,9001.658753,9.820230919,325.104847,381.3465821,19.19574006,9.200130743,2.544020276,238.221968,9.085637102,0
ocean,9381.239931,7.303183678,312.814395,440.6011346,14.0272968,4.275691748,3.060827354,242.4804727,6.592442508,0
lake,29370.26418,5.390593423,324.3638612101694,521.7808842,21.11924925,4.092288546,3.633373289,168.8223953,7.032818726,0
lake,23728.29401,7.50830529,348.7146126,551.5403898,15.25439184,4.342608203,4.494544339,195.8090284,8.990317234,0
lake,16686.31276,8.159299081,337.83800956231727,347.8409649,18.89313661,4.235408055,2.813888599,205.3668311,8.561218924,0
lake,30950.6811,6.543089824,363.1796235,425.2888367,11.65345775,4.267836262,5.214484016,156.4827594,6.739157692,0
ocean,34314.08709,9.041146085,335.2919259,313.254743,11.13531183,4.274289824,3.378778493,213.0653848,6.492627157,0
river,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,9.069916327,5.102516757,191.9829945,6.753128353,0
lake,40829.35317,7.27154271,312.1908829387243,386.8030566,16.82377293,3.975882169,4.957419783,142.860598,5.039373609,0
ocean,17468.9998,8.262903987,369.5907405,294.3251422,18.02609815,3.808031001,5.400810789,198.1970512,8.296344056,0
lake,37620.24847,5.783579819,315.599911511413,343.4175878,14.40165409,3.74028214,4.476348715,152.3867347,5.455599352,0
lake,20012.17298,9.008726094,302.3936053,421.8900828,22.18784921,4.300380861,4.764193594,224.1520045,7.918183321,0
lake,32775.63258,8.479302,320.7463419138587,330.0450518,9.854011285,8.802704309,3.39047054,252.0109026,6.495435285,0
ocean,16183.58665,7.390474096,334.0538855,389.0216156,16.35452024,3.873302594,4.274136884,218.0328398,8.783167624,0
river,17068.29886,8.769621767,319.2532011,459.5411588,14.19254435,4.116981768,2.957194849,215.6482163,8.159666704,0
ocean,7324.701425,7.991366183,331.5125334,492.8503914,14.2339516,4.318403137,4.179187128,230.3357076,7.685396843,0
ocean,15548.41667,5.018671102,330.3909763,520.6407738,11.14770411,8.965587085,3.256301329,173.636742,7.762020745,0
river,18493.87218,5.557863756,311.5682272,437.5120421,12.99459554,3.477863635,4.705561884,204.0103465,7.207931097,0
river,19472.62433,5.017698088,366.0189196,425.670964,17.31468113,3.909664194,4.475161103,169.7271158,6.9870415,0
river,24211.63077,9.363249825,307.7139958,406.551667,12.61825178,4.110925464,4.009006062,221.5477734,4.692196563,0
river,17674.70615,8.348814761,334.7775913906676,471.3698805,19.30124821,4.274295442,3.569717312,213.6656848,8.389945659,0
ocean,21467.95087,7.101223816,349.4921773,427.2397403,12.55698319,4.029875579,2.817391374,175.8943459,6.791696907,0
river,3773.281147,9.979849622,340.2236096676558,339.8830287,18.34359021,8.848471383,4.052905069,232.9490019,9.953952112,0
ocean,14906.04792,8.486030243,374.2269262,518.5852526,11.22657799,4.192419987,3.776225631,188.2519391,4.489783796,0
river,21759.36393,7.48727812,352.983112,428.6609649,4.966861619,4.294631802,3.442121236,175.8736762,8.020869103,0
lake,34094.05718,6.741909445,376.6636079,526.3610816,17.10756313,3.902906728,4.83886228,174.2663575,5.090035332,0
lake,29057.22762,7.029491111,302.7449602,361.9477582,10.61458159,4.005144194,4.267952934,208.5537845,6.702496216,0
lake,27700.12195,6.198937219,326.13805155756563,536.2686727,12.82812074,9.0218677,4.47201817,179.5726525,5.766204134,0
lake,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,4.336201392,4.555949236,207.741025,6.571099217,0
ocean,10587.30493,6.392545064,307.3989595,585.2226284,11.79899055,4.171730956,2.519891581,200.3043481,8.509220049,0
ocean,32241.07961,8.439680712,347.7131572,416.0909979,14.63892652,4.247176577,4.071916487,186.4570837,5.953981878,0
lake,27509.89342,8.257587185,326.34013112639695,587.3786921,10.02403918,4.16507481,3.871463111,185.6435227,5.403196492,0
lake,23930.37455,7.45655651,330.1426502851855,535.3395605,19.17473871,4.024750021,3.506764606,162.7246723,5.596929951,0
river,12958.74846,7.135496644,322.6232487,522.0278703,16.7221946,4.287386472,3.722454851,198.3780118,10.63290961,0
river,13501.67797,7.982096708,358.3318489,617.5409065,11.17654813,4.284094492,3.806539439,200.368159,7.183095932,0
lake,25951.55404,6.296103203,350.3819811,471.8575107,15.77046418,3.994925847,4.10736363,167.6586022,5.923441415,0
ocean,15340.95184,6.144844982,371.0105238,579.4618244,11.91573964,4.37171327,4.531658688,175.0082757,7.377036504,0
lake,28338.98146,9.370848444,316.2744033,462.1424242,15.33300458,4.061020805,5.580829963,220.9574326,7.833495881,0
ocean,33153.81298,8.840473501,370.167851,296.9641017,14.78431358,3.900989854,3.699146259,186.3031371,4.745764371,0
river,20226.28794,5.838594348,298.8035603,342.3594105,12.81363426,8.891861591,5.45691283,196.4758989,9.055825785,0
river,26422.09789,8.072933638,366.6447662,500.9387879,7.609797727,4.100935905,3.294129366,176.2714037,5.492155983,0
ocean,36860.4689,9.751560797,338.0494275,390.5669453,8.123470112,4.339494644,2.765722248,199.0514027,4.487517479,0
lake,30988.97302,8.600477187,327.46267,326.2690802,9.982010229,3.983721865,5.35304334,185.3207014,7.027185659,0
ocean,8016.202938,5.567500642,337.7815799,291.6002828,13.46992402,3.942889149,5.174719759,182.0806013,10.20064451,0
river,17569.57982,4.084932416,334.818775651594,374.18184,10.63423012,9.171710898,4.045547056,140.3667086,6.784279329,0
river,18136.12886,6.86755296,334.59682456197663,600.937203,16.30779009,4.035764109,4.070824292,166.8917001,8.080415244,0
ocean,33306.01254,7.430037413,325.3192076023767,399.9483325,13.79786968,4.166097757,3.884460371,200.5612126,5.923739955,0
lake,19096.82237,7.357857255,342.936881,388.941163,14.15147307,4.306589111,5.438487907,196.5520678,8.285395275,0
river,16898.8083,6.04590644,367.3285417,451.0127884,16.3599511,4.148962694,4.072197622,160.4426313,5.949518764,0
river,39537.08646,9.232766062,322.4335918,393.3886033,10.58333615,4.091030234,3.918469801,220.0808324,5.296578804,0
river,8108.297322,5.548407104,332.0179353,568.0789802,15.66169229,3.393521962,4.572923004,198.5463635,10.28206797,0
ocean,18014.9957,5.903058231,362.5234159,471.4843946,10.69258799,3.828685187,4.101397991,167.3621871,7.016836113,0
lake,19557.99372,8.311348727,355.0872579,379.5077385,18.24071162,4.200118448,4.180389312,197.5170934,6.871607245,0
lake,11451.31222,5.30898956,309.3294235,401.0637637,13.24332928,8.818254896,2.784712797,198.2134051,8.238878989,0
ocean,20288.23557,6.298365795,347.0410203,544.8574806,17.70683826,8.894415635,4.104834817,190.4316792,5.791154373,0
river,22052.03462,8.090493963,306.2391799,485.0984831,17.07526259,4.079370653,4.030337485,237.1398278,6.153368957,0
lake,22053.01026,5.392692829,305.2215636,451.605924,14.66556053,4.286489636,4.14486994,196.9528752,7.303051906,0
lake,14912.22551,6.041143672,349.2406145,355.2844423,17.16196607,3.763876924,3.341426728,177.0808395,7.5926723,0
river,12736.865,5.935771844,336.712038625103,480.308581,20.60640864,4.351844306,4.072186608,189.6083467,6.784116115,0
lake,32423.46269,6.812943275,321.12045162036054,446.3864036,20.92695018,3.974415076,4.070966098,211.5130972,5.606856131,0
ocean,38494.72025,9.144953298,383.2391383,357.4707042,13.12594167,4.140982883,2.291694536,197.2872066,4.922045466,0
river,27365.10636,7.563100469,330.9812829802995,359.506553,15.0894408,4.051148814,3.978141279,185.9222471,5.700784947,0
river,7066.376917,4.86609241,338.9335074121372,327.6586444,16.29668848,3.864354347,4.308256961,168.6957663,10.67805626,0
lake,11346.14345,6.900379647,304.9664881,210.319182,17.92578239,4.156484469,3.698874769,199.3531655,7.602121475,0
ocean,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,4.114989616,2.925037558,188.4150006,8.846281957,0
ocean,26325.8177,8.365470023,341.8956361,381.4403882,19.52731893,4.082507194,3.756006672,203.4004519,6.751698586,0
river,39125.2092,6.055622508,375.619186,400.1553243,20.18959951,4.244038093,2.600618679,159.9626123,5.088213197,0
river,21895.2857,4.493900098,337.2671775,482.5982702,10.66349163,4.379067156,3.169714976,159.7663994,6.954907217,0
river,15158.72175,8.645881893,335.76325271848543,416.8991601,14.61876666,4.24710778,2.445673388,204.6485152,8.983811794,0
lake,17258.18835,6.154072581,310.7162936,395.6985382,17.06138947,3.812719195,3.994556136,204.0809451,9.519659984,0
river,35216.53427,7.91908316,335.2793762,539.4646482,9.852784882,4.185423542,3.481943696,195.3528073,4.700392724,0
river,17982.38726,5.845501641,338.9992737,336.2797071,14.31941121,4.14561872,4.921340625,200.8911924,10.38613293,0
ocean,35633.26851,6.066386357,327.5578499,354.1744375,12.54887108,4.270060625,3.808372006,183.4717941,5.746529194,0
river,11848.22827,10.14106005,349.9232292,393.1864462,15.47487594,4.205145013,4.416183694,209.10305,10.8112895,0
river,16764.85476,7.137871354,320.5559945,456.4264885,12.59999831,4.360932421,3.654354962,228.6913547,8.966835973,0
river,20555.55957,9.775004066,387.6863877,389.6382279,12.29875322,3.921023306,3.130044763,204.8127108,6.848805453,0
river,15247.12803,6.050225266,313.1270814,521.7741145,13.78042674,4.260854046,3.579107242,200.6122986,8.861701557,0
ocean,23114.03183,9.73335611,321.1604634,521.8355248,13.14044719,4.237752989,4.724321913,229.4077836,6.729829904,0
lake,44376.18738,6.614180463,341.6377735,273.4468382,12.75811532,4.101927256,4.224342509,186.6200684,5.924540482,0
ocean,25574.09172,8.76043438,332.0360396725932,553.0576632,17.73037119,4.120636409,4.325131645,219.3359778,7.390896679,0
lake,30594.28067,4.39313815,324.6592334,524.9097809,16.61424751,8.892341942,3.125391112,176.7363757,6.470151959,0
lake,25780.05908,6.259352881,331.0302515,481.7375593,14.04948264,4.27090456,3.699796036,190.1893878,6.93039147,0
lake,5230.63043,8.300402168,350.00736894240066,367.8975629,12.86399234,2.949752321,3.675985498,236.5807942,9.302441188,0
ocean,15772.65317,9.157615312,319.9129388,463.2969139,16.98166011,8.795537996,3.603609581,220.3853144,7.421997644,0
river,17977.69394,6.542088,334.65889298085074,383.1245035,18.09454383,3.809690542,3.772858553,163.3616035,6.583064856,0
ocean,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,4.049174521,4.106807505,211.640958,6.204429354,0
ocean,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,4.349200071,4.055421251,203.3841234,9.066628054,0
lake,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,9.014029263,3.923356036,209.3420509,4.713116701,0
lake,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,8.86983828,2.966945651,213.7764386,10.58138599,0
ocean,8672.527773,7.335361864,346.7186740915037,433.6795425,11.23891367,4.02295398,3.686758983,227.9846646,7.574261237,0
lake,20129.97882,6.812142879,352.2299607,373.8436199,13.41781308,8.806869105,4.677289618,158.422129,6.138785152,0
lake,19663.79131,8.386403518,375.4573453,420.3573924,14.83156005,4.127947276,3.322065007,189.4388127,6.776879088,0
lake,13911.82663,8.204071006,345.0439831,494.4169099,15.41647494,3.518850375,4.531825295,211.8728279,7.239415921,0
lake,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,4.220416462,2.372791477,210.7954061,8.408766231,0
river,20447.49013,5.689518474,333.6913263329515,477.6688358,12.25839557,3.80313833,4.814779191,202.0939398,7.986398706,0
ocean,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,3.931767472,3.051316563,185.0435967,7.366915284,0
lake,25842.58128,9.463390687,328.11131507214066,385.3916191,13.07474968,8.916845723,4.369454697,224.8411806,6.062738419,0
lake,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,4.042377588,4.534681098,204.7834281,7.8564711,0
river,35086.39696,6.736118027,340.8718191,331.5867258,12.90979781,4.132678082,4.645852435,189.2957887,5.15839641,0
river,24070.26365,9.768406489,338.0524372,533.968647,11.87758168,4.24901686,5.038118946,240.1679012,4.443850856,0
river,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,4.282733306,3.94196926,175.9118303,8.247148271,0
river,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,4.136622073,3.499048523,214.6437558,4.902158989,0
ocean,23610.51756,8.193416004,346.7680519,439.2296156,14.6597409,9.000223609,4.319777195,194.5866593,6.86313625,0
river,16246.17319,6.372975148,324.3418933,383.245825,7.85208554,8.941918508,1.964863097,190.7511649,6.66953238,0
ocean,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,8.977730333,3.403393177,207.1154702,7.595669984,0
ocean,20335.67651,6.028559417,333.0844548,475.2964708,18.24809789,3.924047271,3.287243971,183.1618528,8.163076383,0
lake,16854.12946,5.180105641,318.3546116,355.470925,19.03221887,4.091159486,4.182740665,193.3699479,8.87027826,0
river,13969.43886,7.548543437,322.7990702,369.0166668,18.91918835,4.020970932,3.776718462,215.3687416,8.769676022,0
river,30684.21164,8.781904578,329.68099124659403,313.513502,11.07028905,4.157545014,3.853388072,215.5295107,4.737391257,0
river,11628.33668,7.231926685,337.1463153621984,344.0720282,13.23230789,9.204062939,3.666671803,214.556086,6.0873061,0
lake,11699.13355,6.64827278,349.2554448,420.8283622,18.86381748,3.987294676,3.258041647,200.7170513,7.651294226,0
river,19900.40784,7.84322565,348.9519243,419.813956,14.61650918,8.802880227,2.978925445,198.0171652,5.392057607,0
ocean,29046.08352,5.523010781,370.8930851,488.7745948,17.26518634,8.794687382,6.35743852,165.4360934,5.477283049,0
river,22958.00999,6.674635069,332.7078057917587,432.1943573,16.27182497,4.183222757,4.764412042,193.5069028,6.364155674,0
ocean,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,4.078433078,4.217861431,231.2031014,8.347949483,0
lake,20919.05143,6.136369824,333.3415756919128,383.122057,9.684376378,3.745679713,4.635709127,194.980636,6.615981652,0
lake,8727.247349,7.456302258,346.2929164396146,543.3929883,15.47040047,8.825807046,2.98809301,203.7445475,8.312379503,0
ocean,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,8.956988761,3.666613686,166.7429616,6.836224939,0
lake,26756.918,8.774356717,327.1400161289998,422.0677005,16.56311638,4.307581064,4.681716653,231.4884577,6.385470898,0
river,19397.32389,7.894244798,368.561073,479.7861954,15.80508483,4.060132955,2.430883294,205.5415172,6.490037175,0
lake,30733.50384,5.961272224,343.9252223,257.7041794,17.75844368,3.591712541,4.827527398,181.6881221,6.648849186,0
ocean,15751.1753,5.501070114,296.848512,399.7737042,10.62226549,4.324851405,3.006650222,212.7106698,9.323583858,0
ocean,33897.0682,6.358402296,316.5527914,406.382378,19.69984804,4.148253405,4.500207625,186.0979153,4.581968728,0
lake,21733.82804,7.903081469,315.1899838,368.7708937,11.63539928,3.927981435,4.631640754,229.2426598,7.884841993,0
river,13283.77805,6.52181467,348.554792,560.9659102,13.97834793,4.286806821,2.898223061,184.7728094,8.693104326,0
lake,21280.24656,6.188502912,326.7941938,357.4361934,11.71382102,4.172278409,4.038502789,190.3151268,4.797460182,0
river,14294.24035,7.784940449,366.0517519,338.44145,15.21529266,4.164981142,4.129230416,199.3335654,9.319176393,0
lake,11989.24624,4.977306609,328.1769777,617.8835131,13.56125295,3.694262874,4.457282487,180.7491402,7.581687577,0
lake,11797.92092,7.816284866,312.9867532,371.9106474,11.9756805,4.201658517,3.31116811,232.6685087,5.348213659,0
river,20162.01862,5.211430348,305.2641421,510.6093851,12.58847481,4.092034529,4.223576482,179.2069831,5.487876363,0
river,16123.30445,9.475801129,348.1773307,501.6739826,22.15974723,4.335524137,2.760212574,221.2702228,8.315959071,0
river,28909.29028,6.936782341,295.2237067,510.8950007,16.20237144,8.78542178,4.04637969,216.4159321,8.551077748,0
river,21573.74757,9.295852001,321.1683132,444.276635,14.74434737,4.150145633,3.455622541,218.8432561,6.013160966,0
river,28391.99819,7.017330331,355.4615889,336.0618031,16.89517971,4.196410078,3.171655208,173.8508816,5.744067537,0
ocean,27007.88691,6.592516959,330.79048093776976,422.2238018,14.07087898,4.316425145,4.383942554,164.7909916,5.218989651,0
lake,10513.29678,8.920632925,344.3955979935965,442.3681431,18.72530225,3.804395199,2.938082397,207.7865734,7.458707683,0
ocean,13124.10564,7.516643216,319.3540394,376.2319179,8.03385864,3.902559122,4.178897909,228.3227976,11.02787986,0
lake,17975.55323,9.808651156,322.2351015,440.8594348,13.57122272,4.145979517,4.003458052,242.1641459,6.72958019,0
lake,41489.63981,5.569868658,311.4894611303537,425.2500465,12.53400873,8.947470549,3.502370872,174.9267412,4.1502143,0
