,Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
785,0.0,21407.61429,4.415975931,230.5558558,378.8971896,2.2,8.948692487,4.192257449,209.3585612,5.1,1
788,2.0,30307.21767,5.657004243,422.4456808,573.3304971,17.69971822,3.848162279,3.975571849,182.9097278,9.6,1
789,0.0,24709.72886,4.184890692,366.8149789,490.658747,15.12267225,3.529872369,1.81252894,171.315543,5.4,1
791,0.0,33046.72761,5.351533189,362.3521434,350.2363264,7.59251575,4.208055225,5.404045773,182.1210382,6.4,1
792,1.0,25911.32168,4.138540037,371.9671798,487.9851851,17.75170539,4.168406387,3.478004808,163.1716531,3.9,1
793,2.0,29263.55407,6.011610979,252.2313296,392.3635858,12.89221011,4.357731125,4.598622246,210.8604386,6.9,1
794,2.0,6787.48466,9.241762922,319.0258086,459.5690214,14.11047624,8.802951198,3.210881939,226.0934249,9.1,1
795,0.0,14694.42062,6.722842909,300.7637719,353.6309129,13.55379641,4.174586393,5.199864588,225.0742181,10.3,1
797,2.0,18452.02299,8.292444792,294.344858,496.270851,10.54509177,9.125313163,3.813881276,213.1970192,7.4,1
799,1.0,20592.25894,10.08953715,331.3387387,447.0744599,10.77863263,4.015066269,4.665681059,215.0513646,9.4,1
801,1.0,9592.151333,8.863272376,348.4378199,333.7753271,18.26795085,4.238923434,4.51875067,211.3068119,8.9,1
802,2.0,18364.83142,6.185947771,246.9426113,369.9031987,14.61342264,9.256826432,4.688271256,228.1718587,8.1,1
803,0.0,14160.68677,6.060143582,281.3559754,468.2125374,15.14754698,4.156703002,4.075556975,216.6738691,7.8,1
804,2.0,35680.06788,4.894373617,314.6138512,501.9028641,14.21062445,4.058894468,4.556863752,171.2887001,4.7,1
805,1.0,16099.1519,8.186478946,369.6838669,575.3090369,17.55687962,8.807327931,3.720264379,207.0048366,10.9,1
806,0.0,27215.90274,2.862535374,372.8150748,437.2175902,15.13047649,4.19103699,2.942348225,162.2468857,4.7,1
809,1.0,25863.34324,4.823831505,316.0255129,370.3572882,18.36185806,3.905161693,3.179128741,191.0049304,5.8,1
810,0.0,16922.8539,9.293288644,444.3757307,322.2911912,10.43007634,3.797250906,5.160603788,133.2169416,1.0,1
812,0.0,15357.83337,8.534458442,315.8313963,429.6222122,15.6211387,4.187015325,3.221129819,218.7382355,9.5,1
813,1.0,9363.853988,9.997623567,273.4631394,508.345207,12.92586966,4.282601109,4.925339107,214.7246693,6.4,1
814,1.0,7040.737621,11.30283119,325.3285434,371.579634,16.35285801,4.321647347,5.125416576,205.0565358,6.4,1
816,2.0,14446.81239,7.689190529,298.3184183,469.1319513,14.02050742,9.1350662,5.19053381,199.2284675,5.5,1
818,0.0,31421.73163,4.58413391,347.0973537,490.2846741,16.06643903,4.084575308,2.871196031,177.8283023,5.4,1
821,0.0,28398.5542,6.294517393,336.2929185,328.3874298,18.46309476,4.144338795,2.259550289,177.3196034,5.2,0
822,2.0,27981.09119,6.761683214,354.7852174,380.7232523,13.98383301,4.325150872,4.917909887,185.6328581,4.6,0
824,0.0,15936.24736,4.935997766,340.3929304,435.4056098,11.0756218,4.083721579,4.561493819,172.2990001,6.4,0
826,1.0,20442.61501,5.163931373,341.537089,468.4163498,10.36262263,4.200128155,4.047907292,164.7234862,6.9,0
828,2.0,15824.78873,8.388944214,314.8432913,423.6627075,17.63036246,4.050396337,3.630523985,228.4883938,7.9,0
830,2.0,18607.21319,8.620697295,302.1313059,442.1042076,14.11682361,4.199256356,4.383394692,234.914512,6.5,0
831,0.0,34157.18447,9.87657405,344.5354072,498.0639962,8.818756567,4.214485589,4.030659831,193.8409311,6.7,0
834,2.0,23603.06542,7.667128479,324.0843341,288.9124568,18.06495658,8.9298996,4.405508764,203.5378325,4.8,0
835,0.0,17259.8523,4.610244692,335.6264426,452.9952928,9.700906283,8.802115411,2.496342612,183.3627126,7.4,0
836,0.0,12642.06595,7.309821639,334.4420643,446.7484416,14.94908037,4.279468275,3.514097775,200.943484,8.1,0
837,0.0,24991.76602,9.138390839,321.4733596,431.4246894,12.95044416,4.17478089,4.299018587,215.946322,7.1,0
839,0.0,25063.68301,8.561123755,287.9481232,505.2654826,18.27375696,4.239820773,2.87326121,222.2522695,7.6,0
840,1.0,32182.26232,8.571649638,364.7467863,516.8516225,12.40443875,8.909304428,2.730792274,200.8894064,4.7,0
841,1.0,8712.002588,8.591510126,355.4437211,338.8481579,18.72131157,9.350195806,3.246077223,209.8393334,8.1,0
842,0.0,30434.26912,8.630313014,333.4825401,382.922363,15.77992197,3.708081735,2.804923583,212.8086454,4.3,0
844,0.0,9001.658753,9.820230919,325.104847,381.3465821,19.19574006,9.200130743,2.544020276,238.221968,9.1,0
845,2.0,9381.239931,7.303183678,312.814395,440.6011346,14.0272968,4.275691748,3.060827354,242.4804727,6.6,0
847,1.0,23728.29401,7.50830529,348.7146126,551.5403898,15.25439184,4.342608203,4.494544339,195.8090284,9.0,0
849,1.0,30950.6811,6.543089824,363.1796235,425.2888367,11.65345775,4.267836262,5.214484016,156.4827594,6.7,0
851,2.0,34314.08709,9.041146085,335.2919259,313.254743,11.13531183,4.274289824,3.378778493,213.0653848,6.5,0
852,0.0,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,9.069916327,5.102516757,191.9829945,6.8,0
854,2.0,17468.9998,8.262903987,369.5907405,294.3251422,18.02609815,3.808031001,5.400810789,198.1970512,8.3,0
856,1.0,20012.17298,9.008726094,302.3936053,421.8900828,22.18784921,4.300380861,4.764193594,224.1520045,7.9,0
860,2.0,16183.58665,7.390474096,334.0538855,389.0216156,16.35452024,3.873302594,4.274136884,218.0328398,8.8,0
862,0.0,17068.29886,8.769621767,319.2532011,459.5411588,14.19254435,4.116981768,2.957194849,215.6482163,8.2,0
863,2.0,7324.701425,7.991366183,331.5125334,492.8503914,14.2339516,4.318403137,4.179187128,230.3357076,7.7,0
864,2.0,15548.41667,5.018671102,330.3909763,520.6407738,11.14770411,8.965587085,3.256301329,173.636742,7.8,0
865,0.0,18493.87218,5.557863756,311.5682272,437.5120421,12.99459554,3.477863635,4.705561884,204.0103465,7.2,0
866,0.0,19472.62433,5.017698088,366.0189196,425.670964,17.31468113,3.909664194,4.475161103,169.7271158,7.0,0
867,0.0,24211.63077,9.363249825,307.7139958,406.551667,12.61825178,4.110925464,4.009006062,221.5477734,4.7,0
872,2.0,21467.95087,7.101223816,349.4921773,427.2397403,12.55698319,4.029875579,2.817391374,175.8943459,6.8,0
875,2.0,14906.04792,8.486030243,374.2269262,518.5852526,11.22657799,4.192419987,3.776225631,188.2519391,4.5,0
876,0.0,21759.36393,7.48727812,352.983112,428.6609649,4.966861619,4.294631802,3.442121236,175.8736762,8.0,0
877,1.0,34094.05718,6.741909445,376.6636079,526.3610816,17.10756313,3.902906728,4.83886228,174.2663575,5.1,0
879,1.0,29057.22762,7.029491111,302.7449602,361.9477582,10.61458159,4.005144194,4.267952934,208.5537845,6.7,0
881,1.0,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,4.336201392,4.555949236,207.741025,6.6,0
882,2.0,10587.30493,6.392545064,307.3989595,585.2226284,11.79899055,4.171730956,2.519891581,200.3043481,8.5,0
883,2.0,32241.07961,8.439680712,347.7131572,416.0909979,14.63892652,4.247176577,4.071916487,186.4570837,6.0,0
886,0.0,12958.74846,7.135496644,322.6232487,522.0278703,16.7221946,4.287386472,3.722454851,198.3780118,10.6,0
888,0.0,13501.67797,7.982096708,358.3318489,617.5409065,11.17654813,4.284094492,3.806539439,200.368159,7.2,0
889,1.0,25951.55404,6.296103203,350.3819811,471.8575107,15.77046418,3.994925847,4.10736363,167.6586022,5.9,0
890,2.0,15340.95184,6.144844982,371.0105238,579.4618244,11.91573964,4.37171327,4.531658688,175.0082757,7.4,0
891,1.0,28338.98146,9.370848444,316.2744033,462.1424242,15.33300458,4.061020805,5.580829963,220.9574326,7.8,0
892,2.0,33153.81298,8.840473501,370.167851,296.9641017,14.78431358,3.900989854,3.699146259,186.3031371,4.7,0
893,0.0,20226.28794,5.838594348,298.8035603,342.3594105,12.81363426,8.891861591,5.45691283,196.4758989,9.1,0
894,0.0,26422.09789,8.072933638,366.6447662,500.9387879,7.609797727,4.100935905,3.294129366,176.2714037,5.5,0
895,2.0,36860.4689,9.751560797,338.0494275,390.5669453,8.123470112,4.339494644,2.765722248,199.0514027,4.5,0
896,1.0,30988.97302,8.600477187,327.46267,326.2690802,9.982010229,3.983721865,5.35304334,185.3207014,7.0,0
897,2.0,8016.202938,5.567500642,337.7815799,291.6002828,13.46992402,3.942889149,5.174719759,182.0806013,10.2,0
903,1.0,19096.82237,7.357857255,342.936881,388.941163,14.15147307,4.306589111,5.438487907,196.5520678,8.3,0
904,0.0,16898.8083,6.04590644,367.3285417,451.0127884,16.3599511,4.148962694,4.072197622,160.4426313,5.9,0
907,0.0,39537.08646,9.232766062,322.4335918,393.3886033,10.58333615,4.091030234,3.918469801,220.0808324,5.3,0
908,0.0,8108.297322,5.548407104,332.0179353,568.0789802,15.66169229,3.393521962,4.572923004,198.5463635,10.3,0
909,2.0,18014.9957,5.903058231,362.5234159,471.4843946,10.69258799,3.828685187,4.101397991,167.3621871,7.0,0
910,1.0,19557.99372,8.311348727,355.0872579,379.5077385,18.24071162,4.200118448,4.180389312,197.5170934,6.9,0
913,1.0,11451.31222,5.30898956,309.3294235,401.0637637,13.24332928,8.818254896,2.784712797,198.2134051,8.2,0
914,2.0,20288.23557,6.298365795,347.0410203,544.8574806,17.70683826,8.894415635,4.104834817,190.4316792,5.8,0
915,0.0,22052.03462,8.090493963,306.2391799,485.0984831,17.07526259,4.079370653,4.030337485,237.1398278,6.2,0
916,1.0,22053.01026,5.392692829,305.2215636,451.605924,14.66556053,4.286489636,4.14486994,196.9528752,7.3,0
917,1.0,14912.22551,6.041143672,349.2406145,355.2844423,17.16196607,3.763876924,3.341426728,177.0808395,7.6,0
921,2.0,38494.72025,9.144953298,383.2391383,357.4707042,13.12594167,4.140982883,2.291694536,197.2872066,4.9,0
925,1.0,11346.14345,6.900379647,304.9664881,210.319182,17.92578239,4.156484469,3.698874769,199.3531655,7.6,0
926,2.0,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,4.114989616,2.925037558,188.4150006,8.8,0
927,2.0,26325.8177,8.365470023,341.8956361,381.4403882,19.52731893,4.082507194,3.756006672,203.4004519,6.8,0
930,0.0,39125.2092,6.055622508,375.619186,400.1553243,20.18959951,4.244038093,2.600618679,159.9626123,5.1,0
931,0.0,21895.2857,4.493900098,337.2671775,482.5982702,10.66349163,4.379067156,3.169714976,159.7663994,7.0,0
933,1.0,17258.18835,6.154072581,310.7162936,395.6985382,17.06138947,3.812719195,3.994556136,204.0809451,9.5,0
934,0.0,35216.53427,7.91908316,335.2793762,539.4646482,9.852784882,4.185423542,3.481943696,195.3528073,4.7,0
935,0.0,17982.38726,5.845501641,338.9992737,336.2797071,14.31941121,4.14561872,4.921340625,200.8911924,10.4,0
936,2.0,35633.26851,6.066386357,327.5578499,354.1744375,12.54887108,4.270060625,3.808372006,183.4717941,5.7,0
939,0.0,11848.22827,10.14106005,349.9232292,393.1864462,15.47487594,4.205145013,4.416183694,209.10305,10.8,0
940,0.0,16764.85476,7.137871354,320.5559945,456.4264885,12.59999831,4.360932421,3.654354962,228.6913547,9.0,0
942,0.0,20555.55957,9.775004066,387.6863877,389.6382279,12.29875322,3.921023306,3.130044763,204.8127108,6.8,0
943,0.0,15247.12803,6.050225266,313.1270814,521.7741145,13.78042674,4.260854046,3.579107242,200.6122986,8.9,0
945,2.0,23114.03183,9.73335611,321.1604634,521.8355248,13.14044719,4.237752989,4.724321913,229.4077836,6.7,0
946,1.0,44376.18738,6.614180463,341.6377735,273.4468382,12.75811532,4.101927256,4.224342509,186.6200684,5.9,0
949,1.0,30594.28067,4.39313815,324.6592334,524.9097809,16.61424751,8.892341942,3.125391112,176.7363757,6.5,0
950,1.0,25780.05908,6.259352881,331.0302515,481.7375593,14.04948264,4.27090456,3.699796036,190.1893878,6.9,0
952,2.0,15772.65317,9.157615312,319.9129388,463.2969139,16.98166011,8.795537996,3.603609581,220.3853144,7.4,0
954,2.0,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,4.049174521,4.106807505,211.640958,6.2,0
955,2.0,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,4.349200071,4.055421251,203.3841234,9.1,0
956,1.0,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,9.014029263,3.923356036,209.3420509,4.7,0
957,1.0,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,8.86983828,2.966945651,213.7764386,10.6,0
959,1.0,20129.97882,6.812142879,352.2299607,373.8436199,13.41781308,8.806869105,4.677289618,158.422129,6.1,0
961,1.0,19663.79131,8.386403518,375.4573453,420.3573924,14.83156005,4.127947276,3.322065007,189.4388127,6.8,0
962,1.0,13911.82663,8.204071006,345.0439831,494.4169099,15.41647494,3.518850375,4.531825295,211.8728279,7.2,0
964,1.0,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,4.220416462,2.372791477,210.7954061,8.4,0
966,2.0,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,3.931767472,3.051316563,185.0435967,7.4,0
968,1.0,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,4.042377588,4.534681098,204.7834281,7.9,0
969,0.0,35086.39696,6.736118027,340.8718191,331.5867258,12.90979781,4.132678082,4.645852435,189.2957887,5.2,0
973,0.0,24070.26365,9.768406489,338.0524372,533.968647,11.87758168,4.24901686,5.038118946,240.1679012,4.4,0
974,0.0,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,4.282733306,3.94196926,175.9118303,8.2,0
975,0.0,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,4.136622073,3.499048523,214.6437558,4.9,0
976,2.0,23610.51756,8.193416004,346.7680519,439.2296156,14.6597409,9.000223609,4.319777195,194.5866593,6.9,0
977,0.0,16246.17319,6.372975148,324.3418933,383.245825,7.85208554,8.941918508,1.964863097,190.7511649,6.7,0
978,2.0,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,8.977730333,3.403393177,207.1154702,7.6,0
979,2.0,20335.67651,6.028559417,333.0844548,475.2964708,18.24809789,3.924047271,3.287243971,183.1618528,8.2,0
980,1.0,16854.12946,5.180105641,318.3546116,355.470925,19.03221887,4.091159486,4.182740665,193.3699479,8.9,0
981,0.0,13969.43886,7.548543437,322.7990702,369.0166668,18.91918835,4.020970932,3.776718462,215.3687416,8.8,0
986,1.0,11699.13355,6.64827278,349.2554448,420.8283622,18.86381748,3.987294676,3.258041647,200.7170513,7.7,0
987,2.0,48002.0846,9.165239145,340.3101758,310.9278353,18.76832821,4.169207035,3.936972573,200.3740756,4.8,0
989,0.0,19900.40784,7.84322565,348.9519243,419.813956,14.61650918,8.802880227,2.978925445,198.0171652,5.4,0
990,2.0,29046.08352,5.523010781,370.8930851,488.7745948,17.26518634,8.794687382,6.35743852,165.4360934,5.5,0
993,2.0,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,4.078433078,4.217861431,231.2031014,8.3,0
996,2.0,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,8.956988761,3.666613686,166.7429616,6.8,0
998,0.0,19397.32389,7.894244798,368.561073,479.7861954,15.80508483,4.060132955,2.430883294,205.5415172,6.5,0
1000,1.0,30733.50384,5.961272224,343.9252223,257.7041794,17.75844368,3.591712541,4.827527398,181.6881221,6.6,0
1002,2.0,15751.1753,5.501070114,296.848512,399.7737042,10.62226549,4.324851405,3.006650222,212.7106698,9.3,0
1003,2.0,33897.0682,6.358402296,316.5527914,406.382378,19.69984804,4.148253405,4.500207625,186.0979153,4.6,0
1004,1.0,21733.82804,7.903081469,315.1899838,368.7708937,11.63539928,3.927981435,4.631640754,229.2426598,7.9,0
1008,0.0,13283.77805,6.52181467,348.554792,560.9659102,13.97834793,4.286806821,2.898223061,184.7728094,8.7,0
1010,1.0,21280.24656,6.188502912,326.7941938,357.4361934,11.71382102,4.172278409,4.038502789,190.3151268,4.8,0
1011,0.0,14294.24035,7.784940449,366.0517519,338.44145,15.21529266,4.164981142,4.129230416,199.3335654,9.3,0
1012,1.0,11989.24624,4.977306609,328.1769777,617.8835131,13.56125295,3.694262874,4.457282487,180.7491402,7.6,0
1013,1.0,11797.92092,7.816284866,312.9867532,371.9106474,11.9756805,4.201658517,3.31116811,232.6685087,5.3,0
1014,0.0,20162.01862,5.211430348,305.2641421,510.6093851,12.58847481,4.092034529,4.223576482,179.2069831,5.5,0
1016,0.0,16123.30445,9.475801129,348.1773307,501.6739826,22.15974723,4.335524137,2.760212574,221.2702228,8.3,0
1017,0.0,28909.29028,6.936782341,295.2237067,510.8950007,16.20237144,8.78542178,4.04637969,216.4159321,8.6,0
1018,0.0,21573.74757,9.295852001,321.1683132,444.276635,14.74434737,4.150145633,3.455622541,218.8432561,6.0,0
1019,0.0,28391.99819,7.017330331,355.4615889,336.0618031,16.89517971,4.196410078,3.171655208,173.8508816,5.7,0
1023,2.0,13124.10564,7.516643216,319.3540394,376.2319179,8.03385864,3.902559122,4.178897909,228.3227976,11.0,0
1024,1.0,17975.55323,9.808651156,322.2351015,440.8594348,13.57122272,4.145979517,4.003458052,242.1641459,6.7,0
1026,2.0,28954.80101,5.817090295,357.3287588,530.5264113,18.11704226,4.383206443,3.254926497,171.8161053,7.2,0
1028,1.0,22610.76871,4.875413881,327.3799385,549.2767283,17.01511804,3.960918084,3.893766831,169.3185048,6.2,0
1030,1.0,4544.841718,6.577834048,300.9223297,328.9044942,11.78961929,4.376614291,3.042796944,231.3402282,9.6,0
1032,2.0,27752.00024,5.350923532,372.2640994,393.5557957,13.74866795,4.331056244,4.180567593,166.4527742,8.7,0
1033,0.0,18939.93665,7.375883102,316.8202484,368.4028571,9.984033412,4.193458873,3.136945007,198.8430942,7.7,0
1034,0.0,20067.57279,9.605650817,349.084949,331.971661,17.5391297,8.886075491,4.213567957,216.1163186,7.1,0
1035,0.0,40936.15339,7.703374743,301.2544217,365.4312125,12.97186896,4.269491143,4.775784922,212.6982764,8.3,0
1036,0.0,26220.17421,6.344585275,379.7883765,475.3422715,16.90318031,3.953291893,4.033391218,157.1424243,5.5,0
1037,2.0,8918.8926,4.89987481,306.4953695,331.3789519,18.52543363,4.242009218,3.964449588,190.799079,10.2,0
1038,1.0,32619.31297,8.098838845,351.3581338,435.6664692,11.98363521,9.380875522,2.004142586,190.9379793,5.4,0
1039,2.0,10562.46054,3.694274999,371.1763132,480.3202177,16.98075499,4.129680293,2.831234426,147.9168921,8.9,0
1040,1.0,26489.1147,8.540837376,318.059624,431.6256772,10.07559844,4.174144547,4.724456578,207.5095152,8.1,0
1041,2.0,25234.42797,5.216684484,283.7446116,384.0115576,12.42753833,3.183729817,3.665410662,201.0792194,7.2,0
1044,0.0,22390.79557,8.053558881,315.0275045,399.1190254,13.97408473,8.8653919,2.92573204,204.202072,5.3,0
1045,2.0,34456.80113,9.17093996,295.3505243,357.4172848,9.213267539,4.09900484,2.275903461,235.3409427,6.4,0
1046,1.0,27430.44173,6.035086878,303.9376701,397.6849857,19.39402667,4.016576248,3.178003605,197.5626646,6.7,0
1047,0.0,14298.41046,7.243682989,316.7538889,570.4242586,15.95833351,4.271316169,4.102291769,210.5022172,6.9,0
1049,0.0,24196.52268,8.448405225,332.8903825,500.6848732,15.15740752,4.276981954,5.140207743,204.2253291,8.3,0
1050,1.0,22174.78114,5.459171833,369.3698813,407.3808249,15.89207853,4.292703761,4.763730536,148.3937237,8.7,0
1051,0.0,25620.77137,7.651668438,367.2242972,597.8700732,11.80284674,4.295716305,3.696327575,202.3173348,8.2,0
1052,1.0,22829.11084,7.609833076,293.0624593,558.7478629,15.35758277,3.818926188,4.213700444,222.1841691,9.0,0
1053,1.0,13291.92261,8.560537109,357.9443268,468.5383258,15.69273832,9.36948394,4.081728016,207.5207264,8.9,0
1054,0.0,23926.07882,6.188790308,364.975499,567.5261592,7.791637811,4.080496203,4.919585047,182.108995,6.0,0
1056,2.0,17944.85238,4.038955039,331.9541994,363.2357556,12.53583833,4.048485463,4.5990822,166.6365538,8.2,0
1057,2.0,18136.26158,11.08652625,351.5588107,514.9640601,8.637461294,4.036071035,3.332906497,238.9360743,7.6,0
1058,2.0,15704.48209,7.881197242,324.336203,301.7534765,13.37816481,9.000773611,3.309471716,193.0771683,7.8,0
1059,1.0,27080.26872,7.382754883,345.1798873,329.0166464,8.547283221,4.113243226,2.391540006,196.606942,7.6,0
1060,0.0,16477.35081,7.325000809,299.8465235,412.3085879,17.19268526,3.738521377,4.502138214,218.7700084,6.7,0
1062,2.0,26780.69179,7.223961867,329.1196851,430.4068943,7.151750616,8.98653879,2.87588018,208.331084,8.8,0
1063,2.0,13736.34204,6.98410186,359.8136999,355.9980259,11.51512302,3.70254752,3.21444964,173.1855689,7.8,0
1066,1.0,23683.11019,4.286930405,360.2862819,490.5125389,9.027167172,4.226486665,2.804926824,160.217867,8.6,0
1067,1.0,23027.38526,9.796329895,382.1529774,369.4680721,18.96725863,4.10514475,4.398900709,216.6653186,7.0,0
1068,1.0,55334.7028,8.530101581,371.1477704,485.6311478,16.98060997,4.25734865,2.575141031,156.4799268,3.3,0
1071,2.0,22316.39828,7.947534131,385.0434376,288.0685777,14.13669901,4.246519876,3.891097334,216.7528722,7.8,1
1073,1.0,22826.4847,6.283249716,271.8920447,437.3708632,16.41065407,4.18214056,6.389161009,168.4453579,7.2,1
1074,2.0,6342.502843,9.609895813,421.3431865,354.3925259,12.34038423,8.867307955,3.551655811,240.8884224,6.2,1
1076,0.0,21162.72673,5.232749728,251.062384,334.9053758,13.21432417,8.785512962,3.300253498,203.7510557,6.8,1
1079,2.0,20215.69752,6.125251638,304.5279374,544.3393171,12.014243,4.298754749,4.86854263,204.0843182,6.7,1
1080,2.0,11459.62244,10.99999516,398.9208686,321.0690741,12.01067596,4.079242882,3.584985024,214.682778,7.6,1
1081,2.0,23349.48542,7.652073245,352.8170527,413.3215995,12.35738526,9.398223732,3.505300168,177.8462444,8.5,1
1082,1.0,14970.64724,9.180703192,409.9884608,448.8647411,10.83824882,4.197926735,3.874425315,231.3515758,5.4,1
1083,1.0,27336.96262,7.631357066,322.0729563,347.8292033,10.64178919,4.170115589,3.182582857,194.7382822,7.7,1
1086,0.0,13769.86024,9.007161201,343.6208232,510.305603,13.76780176,9.213849186,3.667154205,193.7849998,7.8,1
1087,0.0,27025.20696,6.734527285,359.7105172,448.4571607,12.51197343,3.918002084,2.958414712,197.9935375,7.2,1
1090,2.0,13978.17266,9.422100575,389.2195856,526.067651,17.20749438,4.316700737,3.223080865,231.9985786,4.8,1
1095,0.0,21809.70983,5.846112042,327.4742031,264.5080825,11.23514423,3.864566495,4.592959344,208.3741881,4.2,1
1097,2.0,17037.72537,6.378364494,348.0715106,590.0605459,12.09249934,8.82783441,4.165549906,179.7999166,7.8,1
1098,1.0,37118.25544,4.600729971,253.1584686,531.1691009,11.41018355,4.360375822,3.659652968,187.1536166,5.9,1
1099,0.0,31161.36839,3.181183291,244.7951979,506.0101352,17.38551498,4.305618653,3.789236757,155.1575203,7.3,1
1102,0.0,14733.45876,7.475273364,335.6680457,482.6371798,8.963253883,8.851640539,4.497730796,183.4613095,7.5,1
1104,0.0,21670.59366,8.458102716,361.3813251,457.0141209,21.4302933,3.788471422,3.678686031,212.2746448,7.7,1
1105,2.0,22013.96491,5.742828935,307.6671229,351.631315,20.05761944,4.375775794,4.72133955,163.3559608,8.3,1
1106,2.0,44586.81265,2.741712117,219.1489347,554.0451045,16.52194196,4.227319177,5.688206949,163.5933393,6.9,1
1107,1.0,7986.493239,10.36567986,419.8811751,373.2321373,18.82859407,3.794154457,3.819985377,239.0576795,6.8,1
1110,1.0,28698.72996,5.271367217,323.6836829,508.8203409,14.06313997,4.192003222,4.995601766,203.2764198,4.7,1
1113,0.0,22113.39145,7.931502717,304.8078454,480.7152078,15.69283855,8.859950639,4.393944466,157.3542892,8.8,1
1114,2.0,40588.43383,3.372369254,265.4311206,300.411744,16.00520675,4.295422676,3.08029671,167.9850397,6.9,1
1118,0.0,17106.43865,7.8987316,333.477592,432.8987489,13.33538104,4.011257913,4.854312786,191.8155235,8.1,1
1119,0.0,18125.6384,4.105766323,275.0556418,528.1562512,11.32544664,8.797234757,3.631042314,185.0883849,5.1,1
1120,2.0,25489.07503,8.175744202,413.5603781,405.4206121,13.2831001,4.322977912,2.571391506,203.0687456,7.4,1
1121,0.0,20474.82082,5.857333129,285.3951123,476.8420108,14.38834959,4.306289341,4.201054364,158.38784,9.4,1
1122,1.0,13464.48716,9.125163916,378.1083058,337.8582636,13.53166045,3.780649531,2.917284056,223.1418815,5.9,1
1123,0.0,19451.7676,4.146601118,255.9767456,365.477618,14.92061556,2.259365741,2.181714167,193.2009914,5.8,1
1124,2.0,33744.16681,6.225933056,369.5529578,327.2282451,14.06559734,8.856434601,3.422543431,182.689825,7.6,1
1126,0.0,18542.95745,5.491962673,306.7022268,382.0801288,10.50402321,4.22673812,2.91175139,205.2660804,5.4,1
1129,2.0,16960.43463,7.078014889,323.0368521,354.3906043,15.69217561,8.787979646,3.918005799,224.7051051,4.9,1
1132,1.0,26608.92915,8.556396061,405.4034233,462.314567,18.42838695,3.744558466,3.613834771,187.9471911,7.1,1
1133,2.0,32160.53392,7.773484086,360.2839834,344.5506193,11.24646038,4.115652385,3.209588058,180.158098,7.9,1
1134,0.0,14829.74597,6.701159346,366.4122,583.4364875,17.73188235,4.105714278,4.208354354,221.7924809,7.5,1
1137,1.0,28301.51695,3.651961339,248.0947589,468.3674514,15.15117258,4.388733687,3.274628642,151.621132,8.7,1
1141,1.0,39498.65929,6.914685303,325.8731338,345.6569351,12.71218695,4.150584916,4.485070147,163.9260265,9.3,1
1143,1.0,34865.32463,3.684462664,285.4551018,475.4452677,20.93935933,4.010936144,5.37040341,147.4719727,6.1,1
1145,1.0,17063.17211,8.353373632,360.6123098,491.7240649,10.35399456,4.111024407,3.881767178,201.7808472,6.6,1
1146,2.0,36267.26666,6.040735165,301.2190912,404.5013685,12.49565771,8.787567315,4.764995184,170.4275723,7.6,1
1147,1.0,34591.67815,6.18785721,287.2237786,285.228661,14.36562486,4.329264126,3.499774684,182.0419862,7.9,1
1150,0.0,13289.20165,7.698690079,368.897034,375.2759695,20.22442581,9.318954617,4.043914693,223.616393,5.6,1
1151,1.0,7323.302301,7.490508409,326.6951985,412.8964036,12.90673002,4.244901902,2.010537157,227.0070858,4.3,1
1153,2.0,33360.17072,5.573848754,374.7138549,509.8196527,17.84899443,9.294961221,4.046305672,185.3121832,6.4,1
1156,0.0,29258.73814,4.991061122,300.4759248,332.3597146,11.05580115,9.527108726,3.534665425,190.1645202,5.0,1
1158,1.0,34535.55385,6.354814992,344.309289,491.5167115,19.3558411,3.830900094,4.209136505,167.4225811,10.4,1
1159,0.0,29313.78335,5.605863656,306.3253635,546.7909944,13.13395934,9.152001702,3.44284782,191.8670896,8.4,1
1161,0.0,32833.43117,3.311607257,257.2765541,277.2341545,17.85721377,4.151876345,3.292270153,156.4618716,7.6,1
1162,0.0,43533.65785,5.888459998,341.0295996,336.4466548,16.08971042,4.102544622,2.929952739,169.4036547,11.2,1
1163,2.0,12932.59039,5.684492228,280.9320636,445.0696363,14.17650116,4.235913703,4.41217355,197.1918394,5.7,1
1164,2.0,26453.00335,9.548769015,392.3462516,455.7438446,15.97601765,3.879501725,3.804352132,185.0879142,10.5,1
1166,2.0,19393.46986,5.299163637,290.2764546,502.9936866,19.64389586,4.237526307,3.433135385,184.229295,5.7,1
